celebrity,hometown,x,y
Victoria Monét,Sacramento,38.5556,-121.469
Vikas Gupta,San Francisco Bay Area,37.75,-122.283
Viking,California,35.4586,-119.355
Vile,California,35.4586,-119.355
Vince Lateano,Sacramento,38.5556,-121.469
Vince Staples,California,35.4586,-119.355
Vincent Walker,California,35.4586,-119.355
Vinnie Vincent Invasion,California,35.4586,-119.355
Vintage Trouble,California,35.4586,-119.355
Vinyl Williams,California,35.4586,-119.355
Vio-lence,San Francisco Bay Area,37.75,-122.283
Violinder,Hayward,37.6689,-122.081
Viva Death,California,35.4586,-119.355
Viva Hate,California,35.4586,-119.355
Viva Saturn,California,35.4586,-119.355
Vocolot,California,35.4586,-119.355
Voice Farm,California,35.4586,-119.355
Volti,California,35.4586,-119.355
Volume 10,California,35.4586,-119.355
Volumes,California,35.4586,-119.355
Von,California,35.4586,-119.355
Vonda Shepard,California,35.4586,-119.355
Voodoo Glow Skulls,California,35.4586,-119.355
W.A.S.P.,Los Angeles,34.05,-118.25
W.A.S.T.E.,California,35.4586,-119.355
WAKRAT,California,35.4586,-119.355
WC,Westmont,33.9414,-118.302
WC and the Maad Circle,California,35.4586,-119.355
WVM,California,35.4586,-119.355
Wait what,California,35.4586,-119.355
Wall of Voodoo,California,35.4586,-119.355
Wallpaper.,Oakland,37.8044,-122.273
Wally Scharold,California,35.4586,-119.355
Walt Groller,Huntington Beach,33.6928,-118.0
Walter Herbert,Berkeley,37.8717,-122.275
Walter Meego,California,35.4586,-119.355
Wand,California,35.4586,-119.355
Wanda Ortiz,Huntington Beach,33.6928,-118.0
War,California,35.4586,-119.355
War Tapes,California,35.4586,-119.355
Warbringer,Newbury Park,34.1842,-118.91
Warlord,San Jose,37.3333,-121.9
Warp 11,Sacramento,38.5556,-121.469
Warpaint,California,35.4586,-119.355
Warrant,Hollywood,34.1,-118.333
Warren Fitzgerald,Newport Beach,33.6167,-117.897
Warren G,Long Beach,33.7683,-118.196
Warren Wiebe,California,35.4586,-119.355
Warrior,California,35.4586,-119.355
Warryn Campbell,California,35.4586,-119.355
Wataz,California,35.4586,-119.355
Waters,California,35.4586,-119.355
Watkins Family Hour,California,35.4586,-119.355
Wavves,California,35.4586,-119.355
Wax,California,35.4586,-119.355
Waxy,California,35.4586,-119.355
Wayne Massey,Glendale,34.1461,-118.255
We Are Harlot,California,35.4586,-119.355
We Are Heroes,California,35.4586,-119.355
We Are Scientists,Claremont,34.11,-117.72
We Are the Fallen,Los Angeles,34.05,-118.25
We Barbarians,California,35.4586,-119.355
We Be The Echo,San Francisco,37.7833,-122.417
We Five,California,35.4586,-119.355
We are the Riot,California,35.4586,-119.355
Weakling,California,35.4586,-119.355
Weatherbox,California,35.4586,-119.355
Weathers,Los Angeles,34.05,-118.25
Weekend,California,35.4586,-119.355
Weezer,California,35.4586,-119.355
Well Hung Heart,Orange,33.8031,-117.832
Welt,California,35.4586,-119.355
Wendy & Lisa,California,35.4586,-119.355
Wendy Melvoin,California,35.4586,-119.355
West Arkeen,California,35.4586,-119.355
Western Addiction,California,35.4586,-119.355
Westminster Chorus,California,35.4586,-119.355
Westside Connection,California,35.4586,-119.355
What Happens Next?,San Francisco,37.7833,-122.417
What Is This,California,35.4586,-119.355
Whirr,California,35.4586,-119.355
Whispertown,California,35.4586,-119.355
White Arrows,California,35.4586,-119.355
White Sister,Burbank,34.1803,-118.328
White Trash Debutantes,California,35.4586,-119.355
Whitestarr,Malibu,34.03,-118.779
Whitfield Crane,California,35.4586,-119.355
Whitny Braun,California,35.4586,-119.355
Whitton,Los Angeles,34.05,-118.25
Why?,Berkeley,37.8717,-122.275
Wicked Wisdom,California,35.4586,-119.355
Wil-Dog Abers,Los Angeles,34.05,-118.25
Wild Colonials,Los Angeles,34.05,-118.25
Wild Man Fischer,California,35.4586,-119.355
Wildchild,California,35.4586,-119.355
Wildlife Control,San Francisco,37.7833,-122.417
"Wildling (previously Test Your Reflex, No Country, and a.k.a. Low Shoulder",California,35.4586,-119.355
Will Haven,California,35.4586,-119.355
Will Schwartz,California,35.4586,-119.355
William Eubank,California,35.4586,-119.355
Wilson Phillips,California,35.4586,-119.355
Windows,California,35.4586,-119.355
Winds Across the Bay,El Cerrito,37.9158,-122.312
Winds of Plague,Upland,34.1,-117.65
Winston Tong,California,35.4586,-119.355
Wintergreen,California,35.4586,-119.355
Wire Train,San Francisco,37.7833,-122.417
Wired All Wrong,California,35.4586,-119.355
Wirepony,California,35.4586,-119.355
Wires on Fire,California,35.4586,-119.355
Witch,Los Angeles,34.05,-118.25
With Passion,Sacramento,38.5556,-121.469
With You.,Los Angeles,34.05,-118.25
Wives,California,35.4586,-119.355
Wizzo,Inglewood,33.9575,-118.346
Wolfgang Gartner,San Luis Obispo,35.2742,-120.663
Wonderlick,Los Angeles,34.05,-118.25
Wooden Shjips,San Francisco,37.7833,-122.417
Woodie,California,35.4586,-119.355
Wordview,California,35.4586,-119.355
Works Progress Administration,Los Angeles,34.05,-118.25
World Class Wreckin' Cru,Compton,33.8967,-118.225
World Entertainment War,Santa Cruz,36.9719,-122.026
World Fire Brigade,California,35.4586,-119.355
World Under Blood,California,35.4586,-119.355
World5,Reno,39.5272,-119.822
Worth Dying For,California,35.4586,-119.355
Woven,California,35.4586,-119.355
Wovenwar,California,35.4586,-119.355
Wrangler Brutes,California,35.4586,-119.355
Wrongchilde,California,35.4586,-119.355
Wyatt Kaldenberg,California,35.4586,-119.355
Würm,California,35.4586,-119.355
X,California,35.4586,-119.355
X-Pistols,Southern California,34.0,-117.0
X-Sinner,California,35.4586,-119.355
XTRMST,Los Angeles,34.05,-118.25
XYZ,California,35.4586,-119.355
Xanthochroid,California,35.4586,-119.355
Xasthur,California,35.4586,-119.355
Xenia,Temecula,33.5033,-117.124
Xibalba,Pomona,34.0608,-117.756
Xiu Xiu,San Jose,37.3333,-121.9
Xome,California,35.4586,-119.355
Y&T,California,35.4586,-119.355
YTCracker,La Mirada,33.9022,-118.01
Yawning Man,La Quinta,33.6753,-116.298
Year Long Disaster,California,35.4586,-119.355
Yeht Mae,California,35.4586,-119.355
Yehuda Solomon,Los Angeles,34.05,-118.25
Yesterdays Rising,California,35.4586,-119.355
Yolanda Perez,Los Angeles,34.05,-118.25
Yolanda Pérez,Los Angeles,34.05,-118.25
Yomo & Maulkie,California,35.4586,-119.355
Yoni Wolf,Berkeley,37.8717,-122.275
Yoso,California,35.4586,-119.355
YouInSeries,Nevada,39.0,-117.0
Young  Soldierz,California,35.4586,-119.355
Young & Sick,Los Angeles,34.05,-118.25
Young Scrap,California,35.4586,-119.355
Young the Giant,California,35.4586,-119.355
Youngblood Hawke,California,35.4586,-119.355
Your Enemies Friends,California,35.4586,-119.355
Youth Gone Mad,Los Angeles,34.05,-118.25
Yovee,California,35.4586,-119.355
Yppah,Long Beach,33.7683,-118.196
Ysabella Brave,California,35.4586,-119.355
Yukmouth,Oakland,37.8044,-122.273
Yume Bitsu,West Coast of the United States,39.0,-122.0
Yuval Ron Ensemble,California,35.4586,-119.355
Zac Baird,Orange County,33.67,-117.78
Zaca Creek,Santa Ynez,34.6119,-120.088
Zach Baird,Orange County,33.67,-117.78
Zachary James,Ventura,34.275,-119.228
Zachg,California,35.4586,-119.355
Zak Waters,California,35.4586,-119.355
Zaum,California,35.4586,-119.355
ZeaLouS1,Oceanside,33.2117,-117.326
Zealous1,Oceanside,33.2117,-117.326
Zebrahead,La Habra,33.9319,-117.946
Zella Lehr,Burbank,34.1803,-118.328
Zero Hour,California,35.4586,-119.355
Zheng Cao,California,35.4586,-119.355
Zilch,California,35.4586,-119.355
Zion I,Oakland,37.8044,-122.273
Zolar X,California,35.4586,-119.355
Zoë Keating,California,35.4586,-119.355
